run	bioproject	biosample	continent	acidic_soil_type	ecosystem	location	latitude	longitude	pH	pH_status	selection_reason	project_dedup_group	site_dedup_group	selection_rank	coordinate_status	metadata_quality_flag	include_in_global_balanced_pilot	source_type	soil_only	acidic_soil	soil_source_evidence
SRR38758214	PRJNA1468402	SAMN60279778	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1338EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FL_B4; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758216	PRJNA1468402	SAMN60279777	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1337EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FL_B4; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758220	PRJNA1468402	SAMN60279777	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1337EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FL_B4; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758217	PRJNA1468402	SAMN60279776	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1336EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FL_B4; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758218	PRJNA1468402	SAMN60279776	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1336EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FL_B4; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758219	PRJNA1468402	SAMN60279775	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1335EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FP-FGP_B4; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758221	PRJNA1468402	SAMN60279775	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1335EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FP-FGP_B4; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757990	PRJNA1468402	SAMN60279726	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1286EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757987	PRJNA1468402	SAMN60279726	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1286EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757988	PRJNA1468402	SAMN60279725	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1285EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757989	PRJNA1468402	SAMN60279725	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1285EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757991	PRJNA1468402	SAMN60279724	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1284EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757992	PRJNA1468402	SAMN60279724	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1284EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757993	PRJNA1468402	SAMN60279723	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1283EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757994	PRJNA1468402	SAMN60279723	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1283EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757995	PRJNA1468402	SAMN60279722	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1282EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757996	PRJNA1468402	SAMN60279722	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1282EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757997	PRJNA1468402	SAMN60279721	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1281EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38757999	PRJNA1468402	SAMN60279721	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1281EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758000	PRJNA1468402	SAMN60279720	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1280EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758001	PRJNA1468402	SAMN60279720	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1280EMPLEM24-168_tomato_rhizosphere_0-5 cm_SUB_FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758002	PRJNA1468402	SAMN60279719	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1279EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FL_B2; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758006	PRJNA1468402	SAMN60279719	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1279EMPLEM24-168_tomato_bulk_10-15 cm_SUB_FL_B2; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758003	PRJNA1468402	SAMN60279718	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1278EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FL_B2; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758004	PRJNA1468402	SAMN60279718	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1278EMPLEM24-168_tomato_bulk_0-5 cm_SUB_FL_B2; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758007	PRJNA1468402	SAMN60279717	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1277EMPLEM24-168_tomato_rhizosphere_10-15 cm_SUB_FL_B2; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758009	PRJNA1468402	SAMN60279557	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1015EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP-FL_B1; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758019	PRJNA1468402	SAMN60279557	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1015EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP-FL_B1; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758031	PRJNA1468402	SAMN60279553	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1011EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP_B1; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758043	PRJNA1468402	SAMN60279553	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1011EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP_B1; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758049	PRJNA1468402	SAMN60279611	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1075EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758051	PRJNA1468402	SAMN60279611	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1075EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758052	PRJNA1468402	SAMN60279610	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1074EMPLEM24-168_cucumber_rhizosphere_10-15 cm_SUB_FP-FGP_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758053	PRJNA1468402	SAMN60279610	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1074EMPLEM24-168_cucumber_rhizosphere_10-15 cm_SUB_FP-FGP_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758054	PRJNA1468402	SAMN60279609	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1073EMPLEM24-168_cucumber_rhizosphere_0-5 cm_SUB_FP-FGP_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758055	PRJNA1468402	SAMN60279609	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1073EMPLEM24-168_cucumber_rhizosphere_0-5 cm_SUB_FP-FGP_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758056	PRJNA1468402	SAMN60279608	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1072EMPLEM24-168_cucumber_bulk_10-15 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758057	PRJNA1468402	SAMN60279608	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1072EMPLEM24-168_cucumber_bulk_10-15 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758058	PRJNA1468402	SAMN60279549	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1007EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FL_B1; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758059	PRJNA1468402	SAMN60279607	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1071EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758060	PRJNA1468402	SAMN60279607	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1071EMPLEM24-168_cucumber_bulk_0-5 cm_SUB_FP-FGP-FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758061	PRJNA1468402	SAMN60279606	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1070EMPLEM24-168_cucumber_rhizosphere_10-15 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758062	PRJNA1468402	SAMN60279606	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1070EMPLEM24-168_cucumber_rhizosphere_10-15 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758063	PRJNA1468402	SAMN60279605	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1069EMPLEM24-168_cucumber_rhizosphere_0-5 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758064	PRJNA1468402	SAMN60279605	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1069EMPLEM24-168_cucumber_rhizosphere_0-5 cm_SUB_FP-FGP-FL_B3; rhizosphere soil or growing medium; agricultural greenhouse; certified organic greenhouse; rhizosphere soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758065	PRJNA1468402	SAMN60279604	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1068EMPLEM24-168_cucumber_bulk_10-15 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
SRR38758066	PRJNA1468402	SAMN60279604	North America	Peat/permafrost/tundra soil	Peat/permafrost soil	Canada: Quebec	46.03	-71.58		needs_metadata_or_OpenLandMap_confirmation	North America representative; Peat/permafrost/tundra soil	PRJNA1468402	Canada: Quebec		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	1068EMPLEM24-168_cucumber_bulk_10-15 cm_SUB_FL_B3; bulk soil or growing medium; agricultural greenhouse; certified organic greenhouse; bulk soil or growing medium; Canada: Quebec; 46.03 N 71.58 W
